BRC code,Taxon name,Fam,FamA,OrdA,NS,CS,RS,Chg,Hght,Len,P1,P2,LF1,LF2,W,Clone1,Clone2,E1,E2,C,NBI,NEur,SBI,SEur,Origin,GB,IR,CI,Tjan,Tjul,Prec,Co,Br Habitats,L,F,R,N,S,Source for max height,Comment on life form,Comment on clonality,Comment on N and S limits in Europe
0920   631,Dianthus armeria,Cary,Cary,Cary,N,VU,s,-1.31,60,,a,,Th,,h,0,,7,3,,0,55-60,0,<45,,206,2,8,4.2,16.2,805,,"3, 16",8,5,5,3,0,Stace (1997),,,
0920   635,Dianthus deltoides,Cary,Cary,Cary,N,,s,-0.41,37,,p,,Ch,,sw,0,,5,4,c,0,>65,0,<45,,223,0,1,3.1,15.0,797,,7,8,3,5,2,0,average of Butcher (1961) and CTW (1962),Definitely a chamaephyte;  the overwintering bits are down below,,
0920   637,Dianthus gratianopolitanus,Cary,Cary,Cary,N,VU,r,0.19,20,,p,,Ch,,sw,0,,7,3,c,0,50-55,0,<45,,2,0,0,3.8,15.9,979,,16,9,2,7,1,0,Stace (1997),,,
0920   639,Diapensia lapponica,Diap,Diap,Eric,N,VU,r,,6,,p,,Ch,,w,0,,1,6,,0,>65,1,55-60,,1,0,0,1.8,11.7,2845,,15,9,3,4,1,0,Stace (1997),,,
0920   640,Digitalis purpurea,Scro,Plan,Lami,N,,n,0.72,150,,b,,hc,,h,0,,8,2,,0,>65,0,<45,,2555,797,13,3.5,14.5,1120,,"8, 9",6,6,4,5,0,CTW (1962),,,
0920   641,Digitaria ischaemum,Poac,Poac,Poal,AN,,,,35,,a,,Th,,h,0,,,,,,,,,"Eur, As",26,0,0,4.3,16.3,777,,"3, 4, 17",7,4,5,5,0,Stace (1997),,,
0920   642,Digitaria sanguinalis,Poac,Poac,Poal,AN,,,,50,,a,,Th,,h,0,,,,,,,,,Eur,147,1,10,4.3,16.2,783,,"3, 4, 17",7,4,5,5,0,Stace (1997),,,
0910  1213,Diphasiastrum alpinum,Lyco,Lyco,Lyco,N,,n,-0.51,10,,p,,Ch,,sw,Rhiz2,,1,6,,0,>65,0,<45,,539,49,0,1.9,12.4,1686,,15,7,5,2,2,0,Hutchinson & Thomas (1996),,,
0910  2277,Diphasiastrum complanatum,Lyco,Lyco,Lyco,N,,r,,8,,p,,Ch,,sw,Rhiz2,,4,6,c,0,>65,0,<45,,10,0,0,1.0,12.5,1465,,10,6,4,1,2,0,Page (1997),,,
0920   644,Diplotaxis muralis,Bras,Bras,Bras,AN,,,-0.37,60,,a,,Th,,h,0,,,,,,,,,Eur,943,59,11,4.0,15.8,810,,"3, 4, 16, 17",8,4,7,6,1,Rich (1991),,,
0920   645,Diplotaxis tenuifolia,Bras,Bras,Bras,AR,,,-0.13,80,,p,,Ch,hc,h,0,,7,3,,,,,,,585,2,13,3.9,15.9,790,,"3, 16, 17",8,5,7,6,1,Rich (1991),genuinely intermediate,,
0920   646.1,Dipsacus fullonum,Dips,Dips,Dips,NA,,n,,200,,b,,hc,,h,0,,7,3,,1,55-60,0,<45,,1626,150,12,3.8,15.6,863,,"3, 6, 17",8,7,7,7,0,Stace (1997),,,
0920   646,Dipsacus fullonum sens.lat.,Dips,Dips,Dips,NA,,n,0.82,200,,b,,hc,,h,0,,7,3,,,,,,,1626,150,12,3.8,15.6,863,,"3, 6, 17",8,7,7,7,0,Stace (1997),,,
0920   647,Dipsacus pilosus,Dips,Dips,Dips,N,,n,0.06,150,,b,,hc,,h,0,,7,3,,0,55-60,0,<45,,424,0,0,3.6,16.0,729,,"1, 3, 16",7,6,8,7,0,Stace (1997),,,
0920  2387,Disphyma crassifolium,Aizo,Aizo,Cary,AN,,,,9,,p,,Ch,,sw,Node2,,,,,,,,,"SAf, Aus?",20,0,3,6.0,16.1,898,Co,"3, 18, 19",9,3,4,5,3,Preston & Sell (1989) - leaf length plus extra to allow canopy height,,,
0920   648,Doronicum pardalianches,Aste,Aste,Aste,AN,,,0.89,80,,p,,hc,,h,Rhiz1,,,,,,,,,Eur,882,14,0,3.1,14.8,921,,"1, 3",4,5,6,5,0,Stace (1991),,,
0920   650,Draba aizoides,Bras,Bras,Bras,N,,r,,10,,p,,Ch,,h,0,,9,3,,1,50-55,0,<45,,2,0,0,5.2,15.9,1191,,16,8,4,9,3,0,Rich (1991),,,
0920   651,Draba incana,Bras,Bras,Bras,N,,n,-0.75,35,,b,,hc,,h,0,,2,3,,0,>65,0,<45,,225,29,0,2.3,12.5,1584,,"7, 16",8,5,7,2,0,Rich (1991),"CTW treat as a chamaephyte, but its basic behaviour is as a typical biennial semi-rosette plant.",,
0920   652,Draba muralis,Bras,Bras,Bras,N,,s,-0.17,50,,a,,Th,,h,0,,7,3,,0,60-65,0,<45,,41,0,0,2.4,14.4,1151,,"3, 16",7,6,7,6,0,Rich (1991),,,
0920   653,Draba norvegica,Bras,Bras,Bras,N,,s,0.00,5,,p,,Ch,,h,0,,1,3,,0,>65,0,45-50,,33,0,0,0.6,11.2,2311,,"15, 16",8,5,7,3,0,Rich (1991),,,
0920   654,Drosera anglica,Dros,Dros,Cary,N,,n,-0.85,13,,p,,hc,,h,0,,4,6,,0,>65,0,<45,,601,292,0,3.2,13.4,1422,,"11, 12",8,9,2,1,0,Stace (1991) - leaf length,,,
0920   655,Drosera intermedia,Dros,Dros,Cary,N,,n,-0.50,5,,p,,hc,,h,0,,7,2,,0,60-65,0,<45,,508,198,0,3.7,14.1,1337,,"12, 14",8,9,2,1,0,Stace (1991) - leaf length,,,
0920   657,Drosera rotundifolia,Dros,Dros,Cary,N,,n,-0.56,5,,p,,hc,,h,0,,5,6,,0,>65,0,<45,,1736,687,2,3.3,13.9,1269,,12,8,9,2,1,0,Stace (1991) - leaf length,,,
0920   658,Dryas octopetala,Rosa,Rosa,Rosa,N,,s,-0.35,10,,p,,Ch,,w,Node2,,1,6,,0,>65,0,<45,,99,25,0,2.1,12.4,1734,,"7, 16",8,4,7,2,0,Aeschimann & Burdet (1994) - canopy height,,,
0910   660,Dryopteris aemula,Dryo,Dryo,Poly,N,,n,-0.04,60,,p,,hc,,h,0,,7,0,,1,55-60,0,<45,,436,383,0,4.2,14.1,1373,,"1, 16",5,6,2,3,0,Page (1997),,,
0910   662,Dryopteris affinis,Dryo,Dryo,Poly,N,,n,2.44,80,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2272,786,12,3.5,14.3,1160,,"1, 16",5,6,5,5,0,Page (1997),,,
0910   666,Dryopteris carthusiana,Dryo,Dryo,Poly,N,,n,1.06,80,,p,,hc,,h,0,Rhiz1,5,4,,0,>65,0,<45,,1623,313,0,3.3,14.6,1075,,1,6,8,5,4,0,Page (1997),,Indicated by CTW as shortly creeping;  but more normally a single plant,
0910   663,Dryopteris cristata,Dryo,Dryo,Poly,N,,r,-0.68,60,,p,,hc,,h,0,,7,4,c,0,60-65,0,<45,,31,0,0,3.6,15.9,659,,11,6,9,4,4,0,Page (1997),,,
0910   661,Dryopteris dilatata,Dryo,Dryo,Poly,N,,n,1.32,150,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2689,932,11,3.5,14.4,1114,,"1, 2",5,6,4,5,0,Hutchinson & Thomas (1996),,,
0910  2274,Dryopteris expansa,Dryo,Dryo,Poly,N,,n,,80,,p,,hc,,h,0,,4,6,,0,>65,0,<45,,247,0,0,1.7,12.0,1772,,"1, 15, 16",7,6,3,2,0,Page (1997),,,
0910   665,Dryopteris filix-mas,Dryo,Dryo,Poly,N,,n,,120,,p,,hc,,h,0,,7,6,,0,>65,0,<45,,2650,928,13,3.5,14.5,1096,,"1, 2",5,6,5,5,0,Page (1997),,,
0910   664,Dryopteris filix-mas agg.,Dryo,Dryo,Poly,N,,n,0.03,120,,p,,hc,,h,0,,5,6,,,,,,,2650,928,13,3.5,14.5,1096,,"1, 2",5,6,5,5,0,Page (1997),,,
0910   659,Dryopteris oreades,Dryo,Dryo,Poly,N,,n,0.24,50,,p,,hc,,h,0,,4,2,,1,55-60,0,<45,,308,5,0,1.9,12.6,1810,,"15, 16",7,5,2,2,0,Page (1997),,,
0910  2499,Dryopteris remota,Dryo,Dryo,Poly,N,,x,,80,,p,,hc,,h,0,,4,3,,1,55-60,0,<45,,1,1,0,2.7,13.4,1998,,"1, 2",6,6,4,4,0,Intermediate btw aff & expansa,,,
0910   667,Dryopteris submontana,Dryo,Dryo,Poly,N,,s,0.10,60,,p,,hc,,h,0,,9,3,,1,55-60,0,<45,,33,0,0,2.1,13.7,1527,,16,8,5,9,3,0,Page (1997),,,
0920   668,Echinochloa crus-galli,Poac,Poac,Poal,AN,,,0.75,120,,a,,Th,,h,0,,,,,,,,,NHem,370,4,10,4.0,16.0,785,,17,6,5,7,8,0,Stace (1997),,,
0920   669,Echium plantagineum,Bora,Bora,Unpl,AR,EN,,0.36,67,,b,,hc,,h,0,,9,1,,,,,,,79,0,7,4.7,15.9,848,,4,9,3,5,5,0,average of CTW (1962) and Stace (1997),,,
0920   670,Echium vulgare,Bora,Bora,Unpl,N,,n,-0.24,90,,b,,hc,,h,0,,7,4,,0,60-65,0,<45,,1066,41,9,3.8,15.6,822,,7,8,4,7,4,1,CTW (1962),,,
0920   671,Elatine hexandra,Elat,Elat,Malp,N,,n,1.07,5,10,a,p,Hz,Hy,h,0,Node1,7,3,,0,60-65,0,<45,,212,79,3,3.7,14.2,1365,,13,7,10,5,4,0,Stace (1991) - terrestrial height estimated as half the stem length,According to Stace (1991) it can live for several years submerged without flowering,,
0920   672,Elatine hydropiper,Elat,Elat,Malp,N,,s,0.66,5,10,a,,Hz,,h,0,Node1,5,4,c,0,>65,0,<45,,33,19,0,3.6,14.7,1072,,13,7,10,5,5,0,Stace (1991) - terrestrial height estimated as half the stem length,Can grow on mud as well as under water,,
0920   673,Eleocharis acicularis,Cype,Cype,Poal,N,,n,-0.11,10,,p,,Hy,hc,h,Rhiz2,,5,6,,0,>65,0,<45,,366,89,1,3.6,15.2,924,,"13, 14",7,10,7,5,1,Stace (1997),,,
0920  2267,Eleocharis austriaca,Cype,Cype,Poal,N,,r,,60,,p,,hc,,h,Rhiz2,,4,3,,0,>65,0,<45,,14,0,0,1.4,13.2,1348,,"13, 14",8,9,5,5,0,as E. palustris,,,
0920   674,Eleocharis multicaulis,Cype,Cype,Poal,N,,n,0.47,35,,p,,hc,,h,0gr,,7,2,,0,60-65,0,<45,,962,330,7,3.7,14.0,1348,,"11, 12, 13",8,9,4,1,0,average of CTW (1962) & Stace (1997),,,
0920   675,Eleocharis palustris,Cype,Cype,Poal,N,,n,0.91,60,,p,,Hy,hc,h,Rhiz2,,6,5,,0,>65,0,<45,,2577,756,10,3.5,14.5,1098,,11,8,10,6,4,1,"CTW (1962);  Stace (1997) says ""to 75 cm, often much less""",,,
0920   676,Eleocharis parvula,Cype,Cype,Poal,N,VU,r,0.00,8,,p,,hc,,h,Rhiz2,,7,3,,0,60-65,0,<45,,15,5,0,4.6,15.3,1130,Co,21,6,9,7,5,3,Stace (1997),,,
0920   677,Eleocharis quinqueflora,Cype,Cype,Poal,N,,n,0.02,30,,p,,hc,,h,Rhiz1,,5,3,,0,>65,0,<45,,1236,267,4,3.1,13.5,1323,,11,9,9,7,2,0,Stace (1997),,,
0920   678,Eleocharis uniglumis,Cype,Cype,Poal,N,,n,0.60,60,,p,,hc,,h,Rhiz2,,7,6,,0,>65,0,<45,,574,95,2,4.0,14.4,1182,,11,8,9,7,4,3,as E. palustris,,,
0920   679,Eleogiton fluitans,Cype,Cype,Poal,N,,n,0.37,,45,p,,Hy,,h,Irreg,,8,1,,1,60-65,0,<45,,889,286,3,3.7,14.2,1259,,11,8,11,4,2,0,average of CTW (1962) & Stace (1997),,,
0920   681,Elodea canadensis,Hydr,Hydr,Alis,AN,,,0.37,,300,p,,Hy,,h,Irreg,,,,,,,,,Am,1696,424,3,3.6,15.1,936,,"13, 14",7,12,7,6,0,Stace (1997),,,
0920   997,Elodea nuttallii,Hydr,Hydr,Alis,AN,,,,,300,p,,Hy,,h,Irreg,,,,,,,,,Am,808,15,3,3.7,15.8,836,,"13, 14",6,12,7,7,1,Stace (1997),,,
0920  7006,Elymus caninus,Poac,Poac,Poal,N,,n,0.27,110,,p,,hc,,h,0gr,,5,4,,0,>65,0,<45,,1669,122,0,3.3,14.9,981,,"1, 3",7,6,7,8,0,average of CTW (1962) & Stace (1997),,,
0920    32,Elytrigia atherica,Poac,Poac,Poal,N,,n,0.32,105,,p,,hc,,h,Rhiz2,,8,3,,0,55-60,0,<45,,370,41,8,4.6,15.9,863,Co,"19, 21",9,6,7,6,4,average of CTW (1962) & Stace (1997),,,
0920    28,Elytrigia juncea,Poac,Poac,Poal,N,,n,-0.28,55,,p,,hc,,h,Rhiz2,,8,3,,0,60-65,0,<45,,572,180,9,4.4,14.5,1050,Co,19,9,5,7,6,3,average of CTW (1962) & Stace (1997),,,
0920    33,Elytrigia repens,Poac,Poac,Poal,N,,n,-0.01,125,,p,,hc,,h,Rhiz2,,6,4,,0,>65,0,<45,,2530,837,13,3.6,14.6,1046,,"3, 4, 19",7,5,7,7,2,average of CTW (1962) & Stace (1997),,,
0920   684,Empetrum nigrum,Empe,Eric,Eric,N,,n,-0.29,30,,p,,Ch,,w,Node2,,2,6,,0,>65,0,<45,,1359,236,0,2.7,13.2,1381,,"10, 12, 15",7,6,2,1,0,estimated canopy height (MOH),dwarf shrub,,
0920   690,Epilobium alsinifolium,Onag,Onag,Myrt,N,,n,-0.41,20,,p,,hc,,h,Rhiz1,,1,3,,0,>65,0,<45,,218,1,0,1.0,11.9,1832,,"11, 16",8,9,6,4,0,Stace (1997),,,
0920   691,Epilobium anagallidifolium,Onag,Onag,Myrt,N,,n,-0.76,10,,p,,hc,,h,Stol1,,1,6,,0,>65,0,<45,,236,0,0,0.9,11.6,1880,,"11, 15",8,8,6,3,0,CTW (1962),,,
0920   699,Epilobium brunnescens,Onag,Onag,Myrt,AN,,,1.42,4,,p,,hc,Ch,h,Node2,,,,,,,,,NZ,1226,423,2,3.0,13.6,1357,,"14, 15, 16",7,8,4,3,0,estimated canopy height (MOH),hemi (CTW (1962);  cf. Anagallis tenella,,
0920   688,Epilobium ciliatum,Onag,Onag,Myrt,AN,,,3.88,75,,p,,hc,,h,0,,,,,,,,,Am,2005,400,9,3.7,15.0,972,,"3, 4, 17",7,6,6,6,0,Stace (1991),,"Produces short leafy stolons for perennation, but not spreading (CPE)",
0920   692,Epilobium hirsutum,Onag,Onag,Myrt,N,,n,0.12,150,,p,,hc,,h,Rhiz2,,8,5,,0,55-60,0,<45,,2036,795,12,3.8,15.0,971,,"11, 14",7,8,7,7,0,CTW (1962),,,
0920   694,Epilobium lanceolatum,Onag,Onag,Myrt,N,,n,0.07,60,,p,,hc,,h,0,,9,2,,1,50-55,0,<45,,371,0,12,4.4,16.0,937,,"3, 16, 17",7,5,6,5,0,Stace (1997),,,
0920   695,Epilobium montanum,Onag,Onag,Myrt,N,,n,-0.39,75,,p,,hc,,h,0,,7,3,,0,>65,0,<45,,2630,894,10,3.5,14.5,1091,,"3, 16, 17",6,6,6,6,0,Stace (1991),,,
0920   696,Epilobium obscurum,Onag,Onag,Myrt,N,,n,0.38,75,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2347,758,8,3.5,14.5,1104,,"11, 14",6,8,5,5,0,Stace (1997),,,
0920   697,Epilobium palustre,Onag,Onag,Myrt,N,,n,-0.18,60,,p,,hc,,h,Rhiz1,,5,6,,0,>65,0,<45,,2417,812,3,3.4,14.3,1146,,"11, 14",7,8,5,3,0,Stace (1991),,Rhizomes produce shoots often more than 10 cm from parent,
0920   698,Epilobium parviflorum,Onag,Onag,Myrt,N,,n,-0.41,75,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2070,824,11,3.8,14.9,996,,11,7,9,7,5,0,Stace (1991),,Short overwintering stolons produce new shoots close to base of stem (CPE),
0920   700,Epilobium roseum,Onag,Onag,Myrt,N,,n,-0.25,75,,p,,hc,,h,0,,7,4,,0,60-65,0,<45,,937,24,0,3.6,15.5,893,,"1, 3, 14, 17",6,8,7,7,0,Stace (1997),,,
0920  7292,Epilobium tetragonum,Onag,Onag,Myrt,N,,n,1.66,75,,p,,hc,,h,0,,7,4,,0,60-65,0,<45,,1171,0,7,3.9,15.9,834,,"3, 17",6,7,5,5,0,Stace (1997),,,
0920   702,Epipactis atrorubens,Orch,Orch,Aspa,N,,s,0.16,30,,p,,Gn,,h,0,,5,4,,0,>65,0,<45,,60,13,0,3.0,13.8,1328,,16,7,4,8,1,0,Stace (1997),,,
0920   705,Epipactis helleborine,Orch,Orch,Aspa,N,,n,0.08,80,,p,,Gn,,h,0,,7,5,,0,>65,0,<45,,1218,161,0,3.6,15.3,946,,"1, 7",4,5,7,4,0,Stace (1997),,,
0920  5476,Epipactis leptochila,Orch,Orch,Aspa,N,,s,0.26,60,,p,,Gn,,h,0,,7,3,,1,55-60,0,<45,,86,0,0,3.6,15.7,808,,1,3,4,9,4,0,Stace (1997),,,
0920   708,Epipactis palustris,Orch,Orch,Aspa,N,,n,-0.39,45,,p,,Gn,,h,Rhiz2,,7,4,,0,>65,0,<45,,447,160,3,3.9,15.3,915,,11,8,8,7,3,0,Stace (1997),,,
0920   709,Epipactis phyllanthes,Orch,Orch,Aspa,N,,s,0.19,42,,p,,Gn,,h,0,,7,3,,0,55-60,0,<45,,134,9,0,3.8,16.0,774,,1,3,5,7,4,0,average of CTW (1962) & Stace (1997),,,
0920   710,Epipactis purpurata,Orch,Orch,Aspa,N,,n,-0.08,65,,p,,Gn,,h,0,,7,3,,0,55-60,0,<45,,235,0,0,3.6,16.3,728,,1,2,5,8,4,0,average of CTW (1962) & Stace (1997),,,
0920  2549,Epipactis youngiana,Orch,Orch,Aspa,NE,EN,r,,60,,p,,Gn,,h,0,,7,1,,,,,,,10,0,0,2.8,14.3,820,,1,3,4,5,3,0,Stace (1997),,,
0920   711,Epipogium aphyllum,Orch,Orch,Aspa,N,CR,x,,22,,p,,Gn,,h,Rhiz2,,4,5,,0,>65,0,<45,,8,0,0,3.6,16.1,721,,1,2,5,7,4,0,average of CTW (1962) & Stace (1997),,,
0910   712,Equisetum arvense,Equi,Equi,Equi,N,,n,0.39,90,,p,,Gn,,h,Rhiz2,,3,6,,0,>65,0,<45,,2666,921,12,3.5,14.5,1087,,"3, 4",7,6,6,6,0,Hutchinson & Thomas (1996),,,
0910   713,Equisetum fluviatile,Equi,Equi,Equi,N,,n,0.42,100,,p,,Gn,Hy,h,Rhiz2,,5,6,,0,>65,0,<45,,2494,847,8,3.5,14.4,1116,,11,8,10,6,4,0,Hutchinson & Thomas (1996),,,
0910   714,Equisetum hyemale,Equi,Equi,Equi,N,,n,0.30,100,,p,,Gn,,h,Rhiz2,,5,6,,0,>65,0,<45,,238,112,0,3.0,14.0,1108,,"1, 11, 14",5,7,7,6,0,Hutchinson & Thomas (1996),rhizomatous geophyte with wintergreen stems,,
0910   717,Equisetum palustre,Equi,Equi,Equi,N,,n,0.18,60,,p,,Gn,,h,Rhiz2,,5,6,,0,>65,0,<45,,2534,704,8,3.4,14.5,1091,,11,7,8,6,3,0,Hutchinson & Thomas (1996),,,
0910   718,Equisetum pratense,Equi,Equi,Equi,N,,s,0.11,60,,p,,Gn,,h,Rhiz2,,4,6,,0,>65,0,<45,,170,35,0,1.8,12.7,1406,,11,7,7,5,4,0,Hutchinson & Thomas (1996),,,
0910   719,Equisetum ramosissimum,Equi,Equi,Equi,AN,,,,120,,p,,Gn,,h,Rhiz2,,8,5,,,,,,"Eur, As",2,0,0,4.1,16.3,740,,6,8,4,8,5,0,Hutchinson & Thomas (1996),,,
0910   720,Equisetum sylvaticum,Equi,Equi,Equi,N,,n,-0.35,90,,p,,Gn,,h,Rhiz2,,5,6,,0,>65,0,<45,,1561,334,0,2.9,13.7,1269,,"1, 16",5,8,5,5,0,Hutchinson & Thomas (1996),,,
0910   721,Equisetum telmateia,Equi,Equi,Equi,N,,n,0.41,180,,p,,Gn,,h,Rhiz2,,8,3,,1,55-60,0,<45,,1248,426,3,3.8,15.2,950,,11,6,8,7,6,0,Hutchinson & Thomas (1996),,,
0910   723,Equisetum variegatum,Equi,Equi,Equi,N,,s,-0.12,60,,p,,Gn,,h,Rhiz2,,2,6,,0,>65,0,<45,,170,129,0,3.4,14.0,1224,,11,8,8,8,3,0,Hutchinson & Thomas (1996),rhizomatous geophyte with wintergreen stems,,
0920   724,Eranthis hyemalis,Ranu,Ranu,Ranu,AN,,,1.59,15,,p,,Gn,,h,0,,,,,,,,,Eur,614,0,0,3.4,15.6,716,,"1, 3, 17",3,5,7,6,0,Stace (1991),,Corms may well disintegrate when old;  would then have 31 as secondary,
0920   725,Erica ciliaris,Eric,Eric,Eric,N,,r,-0.11,60,,p,,Ch,Pn,w,0,,8,1,,1,50-55,0,<45,,19,0,0,5.7,15.9,1011,,"10, 12",8,7,1,1,0,Stace (1997),dwarf shrub,,
0920   726,Erica cinerea,Eric,Eric,Eric,N,,n,-0.94,60,,p,,Ch,Pn,w,0,,7,1,,0,60-65,0,<45,,1999,712,13,3.5,14.0,1226,,10,7,5,2,2,0,Stace (1997),dwarf shrub,,
0920   729,Erica erigena,Eric,Eric,Eric,N,,o,,120,,p,,Pn,,w,0,,8,1,,1,50-55,0,<45,,0,24,0,4.3,14.0,1395,,"10, 13, 14",8,8,2,2,0,Stace (1997),,,
0920   728,Erica mackaiana,Eric,Eric,Eric,N,,o,,60,,p,,Ch,Pn,w,0,,7,0,,1,55-60,0,<45,,0,10,0,4.0,13.7,1593,,"10, 12",8,8,2,1,0,Stace (1997),dwarf shrub,,
0920   731,Erica tetralix,Eric,Eric,Eric,N,,n,-0.91,60,,p,,Ch,Pn,w,Node1,,7,2,,0,>65,0,<45,,1962,781,2,3.4,14.0,1230,,"10, 12",8,8,2,1,0,CTW (1992),dwarf shrub,,
0920   732,Erica vagans,Eric,Eric,Eric,N,,r,-0.07,80,,p,,Pn,,w,0,,8,1,,1,50-55,0,<45,,6,1,0,6.0,15.5,1047,,10,8,6,4,1,0,Stace (1997),,,
0920   733,Erigeron acer,Aste,Aste,Aste,N,,n,0.33,50,,a,b,Th,hc,h,0,,5,6,,0,>65,0,<45,,974,80,5,3.8,15.9,774,,"3, 16",8,5,7,3,0,average of CTW (1962) and Stace (1997),"CTW say ""annual or biennial""",,
0920   734,Erigeron borealis,Aste,Aste,Aste,N,VU,r,-0.11,20,,p,,Ch,,h,0,,1,4,,0,>65,1,55-60,,10,0,0,-1.2,10.6,1653,,"15, 16",9,5,7,2,0,Stace (1997) ,,,
0920   736,Erigeron karvinskianus,Aste,Aste,Aste,AN,,,2.37,25,,p,,Ch,,h,0,,,,,,,,,SAm,292,34,11,4.6,15.9,904,,"3, 16, 17",8,3,7,2,0,Stace (1991) - half max shoot length,,,
0920   738,Erinus alpinus,Orob,Orob,Lami,AN,,,1.52,20,,p,,Ch,,h,0,,,,,,,,,Eur,341,55,1,3.3,14.5,1121,,"3, 16",8,3,8,2,0,Butcher (1961) - height of flowering stems,,,
0920   739,Eriocaulon aquaticum,Erio,Erio,Poal,N,,r,0.18,,20,p,,Hy,,h,Rhiz1,DRa,4,0,,,,,,,8,70,0,4.4,14.1,1435,,13,8,11,4,1,0,Stace (1997) - leaf length,,Forms irregularly fragmenting mats,In Europe found only in British Isles
0920   740,Eriophorum angustifolium,Cype,Cype,Poal,N,,n,-0.79,60,,p,,hc,,h,Rhiz2,,3,6,,0,>65,0,<45,,2134,831,4,3.4,14.1,1194,,12,8,9,4,1,0,Stace (1997),,,
0920   742,Eriophorum gracile,Cype,Cype,Poal,N,VU,r,-0.20,60,,p,,hc,,h,Rhiz2,,5,6,c,0,>65,0,<45,,17,14,0,4.5,15.4,1006,,11,8,9,4,2,0,Stace (1997),,,
0920   743,Eriophorum latifolium,Cype,Cype,Poal,N,,n,0.36,60,,p,,hc,,h,Rhiz1,,5,3,,0,>65,0,<45,,575,100,0,2.7,13.6,1394,,11,9,9,7,2,0,Stace (1997),,,
0920   744,Eriophorum vaginatum,Cype,Cype,Poal,N,,n,-0.36,50,,p,,hc,,h,0gr,,2,6,,0,>65,0,<45,,1516,560,0,3.1,13.6,1307,,12,8,8,2,1,0,Stace (1997),,,
0920   746,Erodium cicutarium,Gera,Gera,Gera,N,,n,,40,,a,,Th,,h,0,,8,4,,0,60-65,0,<45,,1666,167,14,3.8,15.2,902,,19,8,4,6,4,0,"Stace (1997) - 2/3 stem length ""suberect to procumbent""",,,
0920   745,Erodium cicutarium agg.,Gera,Gera,Gera,N,,n,-0.11,40,,a,,Th,,h,0,,8,4,,,,,,,1666,167,14,3.8,15.2,902,,19,8,4,6,4,0,"Stace (1997) - 2/3 stem length ""suberect to procumbent""",,,
0920   747,Erodium lebelii,Gera,Gera,Gera,N,,s,,15,,a,,Th,,h,0,,8,2,,1,55-60,0,<45,,74,13,3,5.0,15.5,959,Co,19,8,4,7,2,0,Stace (1997),,,
0920   748,Erodium maritimum,Gera,Gera,Gera,N,,n,0.38,20,,a,,Th,,h,0,,8,2,,1,50-55,0,<45,,195,33,13,5.3,15.6,996,Co,"18, 19",9,4,6,6,3,average of CTW & Stace,,,
0920   749,Erodium moschatum,Gera,Gera,Gera,AR,,,0.47,40,,a,,Th,,h,0,,9,1,,,,,,,338,80,14,4.6,15.8,880,,"3, 4",7,4,6,5,0,"Stace (1997) - 2/3 stem length ""suberect to procumbent""",,,
0920  4343,Erophila glabrescens,Bras,Bras,Bras,N,,n,,9,,a,,Th,,h,0,,?,?,,,,,,,359,40,3,3.5,14.9,997,,"3, 16, 17",8,3,7,3,0,Stace (1991),,,Native range doubtful
0920  4344,Erophila majuscula,Bras,Bras,Bras,N,,s,,9,,a,,Th,,h,0,,?,?,,,,,,,123,11,0,3.7,15.5,844,,"3, 16, 17",8,3,7,3,0,Stace (1991),,,Native range doubtful
0920  4342,Erophila verna,Bras,Bras,Bras,N,,n,,10,,a,,Th,,h,0,,,,,,,,,,1074,177,6,3.6,15.2,918,,"3, 16, 17",8,3,6,3,0,Stace (1991),,,Native range doubtful
0920   753,Erophila verna sens.lat.,Bras,Bras,Bras,N,,n,0.52,10,,a,,Th,,h,0,,8,4,,0,>65,0,<45,,2180,423,11,3.4,14.7,1011,,"3, 16, 17",8,3,7,3,0,Stace (1991),,,
0920   756,Erucastrum gallicum,Bras,Bras,Bras,AN,,,-0.02,60,,a,,Th,,h,0,,,,,,,,,Eur,141,25,0,3.9,15.9,809,,"3, 16",8,4,7,7,0,Rich (1991),,,
0920   757,Eryngium campestre,Apia,Apia,Apia,AR,VU,,-0.41,75,,p,,hc,,h,0,,8,3,,,,,,,46,1,2,4.6,16.1,856,,"3, 5",9,3,8,3,0,Stace (1997),,,
0920   758,Eryngium maritimum,Apia,Apia,Apia,N,,n,-0.80,60,,p,,hc,,h,0,,8,3,,1,60-65,0,<45,,291,106,11,4.7,15.2,1010,Co,19,9,4,6,5,3,Stace (1997),,,
0920   759,Erysimum cheiranthoides,Bras,Bras,Bras,AR,,,-0.65,90,,a,,Th,,h,0,,5,6,,,,,,Unk,929,80,2,3.7,15.7,804,,"3, 4",7,5,7,7,0,Rich (1991),,,
0920   479,Erysimum cheiri,Bras,Bras,Bras,AR,,,1.05,60,,p,,Ch,Pn,sw,0,,,,,,,,,Gard,907,97,8,4.0,15.6,848,,"3, 16, 17",8,4,8,5,1,Rich (1991),,,
0920   762,Euonymus europaeus,Cela,Cela,Cela,N,,n,0.15,600,,p,,Ph,,w,Root,,7,3,,0,55-60,0,<45,,1254,483,0,3.9,15.4,904,,"1, 3",5,5,8,5,0,CTW (1962),,,
